,Description (also set on the server),Exp (also set on the server),Card,Tome Section,Index,Flag 1,Flag 2,"Flag 3 ",Flag 4,Flag 5,Flag 6,Flag 7,Flag 8,Flag 9,Flag 10,Flag 11,Flag 12,Flag 13,Flag 14,Flag 15,Flag 16,Flag 17,Flag 18,Flag 19,Flag 20,Flag 21,Flag 22,Flag 23,Flag 24,Flag 25,Flag 26,Flag 27,Flag 28,Flag 29,Flag 30,Flag 31,Flag 32,Flag 33,Flag 34,Flag 35,Flag 36
3662,Sabertusk,336,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,Sabertusk,500,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,Sabertusk,806,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,Sabertusk,1050,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,Sabertusk,1476,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,Sabertusk,1716,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,Sabertusk,1800,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,Sabertusk,1974,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,Great Cat,84,,1,68,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,Great Cat,204,,1,68,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,Great Cat,336,,1,68,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,Great Cat,500,,1,68,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,Great Cat,806,,1,68,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,Great Cat,1050,,1,68,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,Great Cat,1476,,1,68,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,Great Cat,1716,,1,68,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,Great Cat,1800,,1,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,Great Cat,1974,,1,68,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,Great Eagle,84,,1,69,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,Great Eagle,204,,1,69,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,Great Eagle,336,,1,69,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,Great Eagle,500,,1,69,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,Great Eagle,806,,1,69,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,Great Eagle,1050,,1,69,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,Great Eagle,1476,,1,69,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,Great Eagle,1716,,1,69,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,Great Eagle,1800,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,Great Eagle,1974,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,Great Stag,84,,1,70,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,Great Stag,204,,1,70,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,Great Stag,336,,1,70,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,Great Stag,500,,1,70,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,Great Stag,806,,1,70,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,Great Stag,1050,,1,70,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,Great Stag,1476,,1,70,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,Great Stag,1716,,1,70,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,Great Stag,1800,,1,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,Great Stag,1974,,1,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,Great Unclean One,84,,1,71,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,Great Unclean One,204,,1,71,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,Great Unclean One,336,,1,71,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,Great Unclean One,500,,1,71,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,Great Unclean One,806,,1,71,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,Great Unclean One,1050,,1,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,Great Unclean One,1476,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,Great Unclean One,1716,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,Great Unclean One,1800,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,Great Unclean One,1974,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,Griffon,84,,1,72,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,Griffon,204,,1,72,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,Griffon,336,,1,72,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,Griffon,500,,1,72,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,Griffon,806,,1,72,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,Griffon,1050,,1,72,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,Griffon,1476,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,Griffon,1716,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,Griffon,1800,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,Griffon,1974,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,Harpy,84,,1,73,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,Harpies,204,,1,73,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,Harpies,336,,1,73,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,Harpies,500,,1,73,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,Harpies,806,,1,73,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,Harpies,1050,,1,73,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,Harpies,1476,,1,73,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,Harpies,1716,,1,73,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,Harpies,1800,,1,73,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,Harpies,1974,,1,73,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,High Elf,84,,1,74,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,High Elves,204,,1,74,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,High Elves,336,,1,74,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,High Elves,500,,1,74,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,High Elves,806,,1,74,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,High Elves,1254,,1,74,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,High Elves,1476,,1,74,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,High Elves,1716,,1,74,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,High Elves,1800,,1,74,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,High Elves,1974,,1,74,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,High Elf Archmage,84,,1,75,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,High Elf Archmagi,204,,1,75,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,High Elf Archmagi,336,,1,75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,High Elf Archmagi,500,,1,75,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,High Elf Archmagi,806,,1,75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,High Elf Archmagi,1050,,1,75,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,High Elf Archmagi,1476,,1,75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,High Elf Archmagi,1716,,1,75,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,High Elf Archmagi,1800,,1,75,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,High Elf Archmagi,1974,,1,75,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,High Elf White Lion,84,,1,76,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,High Elf White Lion,204,,1,76,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,High Elf White Lion,336,,1,76,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,High Elf White Lion,500,,1,76,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,High Elf White Lion,806,,1,76,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,High Elf White Lion,1050,,1,76,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,High Elf White Lion,1476,,1,76,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,High Elf White Lion,1716,,1,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,High Elf White Lion,1800,,1,76,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,High Elf White Lion,1974,,1,76,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,Shadow Warrior,84,,1,77,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,Shadow Warrior,204,,1,77,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,Shadow Warrior,336,,1,77,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,Shadow Warrior,500,,1,77,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,Shadow Warrior,806,,1,77,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,Shadow Warrior,1050,,1,77,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,Shadow Warrior,1476,,1,77,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,Shadow Warrior,1716,,1,77,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,Shadow Warrior,1800,,1,77,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,Shadow Warrior,1974,,1,77,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,High Elf Swordmaster,84,,1,78,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,High Elf Swordmaster,204,,1,78,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,High Elf Swordmaster,336,,1,78,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,High Elf Swordmaster,500,,1,78,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,High Elf Swordmaster,806,,1,78,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,High Elf Swordmaster,1050,,1,78,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,High Elf Swordmaster,1476,,1,78,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,High Elf Swordmaster,1716,,1,78,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,High Elf Swordmaster,1800,,1,78,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,High Elf Swordmaster,1974,,1,78,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,Horror of Tzeentch,84,,1,79,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,Horrors of Tzeentch,204,,1,79,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,Horrors of Tzeentch,336,,1,79,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,Horrors of Tzeentch,500,,1,79,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,Horrors of Tzeentch,806,,1,79,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,Horrors of Tzeentch,1050,,1,79,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,Horrors of Tzeentch,1476,,1,79,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,Horrors of Tzeentch,1716,,1,79,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,Horrors of Tzeentch,1800,,1,79,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,Horrors of Tzeentch,1974,,1,79,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,Hound,84,,1,80,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,Hound,204,,1,80,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,Hound,336,,1,80,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,Hound,500,,1,80,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,Hound,806,,1,80,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,Hound,1050,,1,80,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,Hound,1476,,1,80,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,Hound,1716,,1,80,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,Hound,1800,,1,80,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,Hound,1974,,1,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,Juggernaut of Khorne,84,,1,81,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,Juggernauts of Khorne,204,,1,81,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,Juggernauts of Khorne,336,,1,81,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,Juggernauts of Khorne,500,,1,81,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,Juggernauts of Khorne,806,,1,81,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,Juggernauts of Khorne,1050,,1,81,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,Juggernauts of Khorne,1476,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,Juggernauts of Khorne,1716,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Juggernauts of Khorne,1800,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,Juggernauts of Khorne,1974,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,Keeper of Secrets,84,,1,82,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,Keeper of Secrets,204,,1,82,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,Keepers of Secrets,336,,1,82,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,Keepers of Secrets,500,,1,82,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,Keepers of Secrets,806,,1,82,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,Keepers of Secrets,1050,,1,82,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,Keepers of Secrets,1476,,1,82,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,Keepers of Secrets,1716,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,Keepers of Secrets,1800,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,Keepers of Secrets,1974,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,Liche,84,,1,83,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,Liche,204,,1,83,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,Liche,336,,1,83,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,Liche,500,,1,83,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,Liche,806,,1,83,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,Liche,1050,,1,83,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,Liche,1476,,1,83,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,Liche,1716,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,Liche,1800,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,Liche,1974,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,Giant Lizard,84,,1,84,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Giant Lizard,204,,1,84,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,Giant Lizard,336,,1,84,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,Giant Lizard,500,,1,84,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,Giant Lizard,806,,1,84,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,Giant Lizard,1050,,1,84,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,Giant Lizard,1476,,1,84,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,Giant Lizard,1716,,1,84,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,Giant Lizard,1800,,1,84,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,Giant Lizard,1974,,1,84,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,Lord of Change,84,,1,85,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,Lord of Change,204,,1,85,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,Lords of Change,336,,1,85,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,Lords of Change,500,,1,85,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,Lords of Change,806,,1,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,Lords of Change,1050,,1,85,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,Lords of Change,1476,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,Lords of Change,1716,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,Lords of Change,1800,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,Lords of Change,1974,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,Manticore,84,,1,86,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,Manticore,204,,1,86,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,Manticore,336,,1,86,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,Manticore,500,,1,86,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,Manticore,806,,1,86,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,Manticore,1050,,1,86,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,Manticore,1476,,1,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,Manticore,1716,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,Manticore,1800,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,Manticore,1974,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,Mummy,84,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,Mummies,204,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,Mummies,336,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,Mummies,500,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,Mummies,806,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,Mummies,1050,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,Mummies,1476,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,Mummies,1716,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,Mummies,1800,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,Mummies,1974,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,Nurgling,84,,1,88,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,Nurgling,204,,1,88,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,Nurgling,336,,1,88,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,Nurgling,500,,1,88,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,Nurgling,806,,1,88,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,Nurgling,1050,,1,88,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,Nurgling,1476,,1,88,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,Nurgling,1716,,1,88,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3878,Nurgling,1800,,1,88,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,Nurgling,1974,,1,88,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,Ogre Bull,84,,1,89,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,Ogre Bull,204,,1,89,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,Ogre Bull,336,,1,89,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,Ogre Bull,500,,1,89,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,Ogre Bull,806,,1,89,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,Ogre Bull,1050,,1,89,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,Ogre Bull,1476,,1,89,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,Ogre Bull,1716,,1,89,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,Ogre Bull,1800,,1,89,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,Ogre Bull,1974,,1,89,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,Ogre Tyrant,84,,1,90,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,Ogre Tyrant,204,,1,90,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,Ogre Tyrant,336,,1,90,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,Ogre Tyrant,500,,1,90,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,Ogre Tyrant,806,,1,90,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,Ogre Tyrant,1050,,1,90,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,Ogre Tyrant,1476,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,Ogre Tyrant,1716,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,Ogre Tyrant,1800,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,Ogre Tyrant,1974,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,Orc,84,,1,91,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,Orc,204,,1,91,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,Orc,336,,1,91,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,Orc,500,,1,91,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,Orc,806,,1,91,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,Orc,1254,,1,91,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,Orc,1476,,1,91,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,Orc,1716,,1,91,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,Orc,1800,,1,91,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,Orc,1974,,1,91,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,Black Orc,84,,1,92,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,Black Orc,204,,1,92,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,Black Orc,336,,1,92,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
